rank,song_name,week,main_artist_name
35,Thinking Out Loud,2015-10-31,ed sheeran
36,All Eyes On You,2015-10-31,meek mill
37,Again,2015-10-31,fetty wap
38,Back To Back,2015-10-31,drake
39,Want To Want Me,2015-10-31,jason derulo
40,Cool For The Summer,2015-10-31,demi lovato
41,Antidote,2015-10-31,travis scott
42,Marvin Gaye,2015-10-31,charlie puth
43,Sugar,2015-10-31,maroon 5
44,Flex (Ooh Ooh Ooh),2015-10-31,rich homie quan
45,Levels,2015-10-31,nick jonas
46,White Iverson,2015-10-31,post malone
47,Worth It,2015-10-31,fifth harmony
48,Earned It (Fifty Shades Of Grey),2015-10-31,the weeknd
49,Bad Blood,2015-10-31,taylor swift
50,Die A Happy Man,2015-10-31,thomas rhett
51,Break Up With Him,2015-10-31,old dominion
52,Burning House,2015-10-31,cam
53,I'm Comin' Over,2015-10-31,chris young
54,Big Rings,2015-10-31,drake
55,Anything Goes,2015-10-31,florida georgia line
56,El Perdon (Forgiveness),2015-10-31,nicky jam
57,Lose My Mind,2015-10-31,brett eldredge
58,Confident,2015-10-31,demi lovato
59,No Role Modelz,2015-10-31,j. cole
60,Liquor,2015-10-31,chris brown
61,Smoke Break,2015-10-31,carrie underwood
62,RGF Island,2015-10-31,fetty wap
63,Comfortable,2015-10-31,k camp
64,Come Get Her,2015-10-31,rae sremmurd
65,Save It For A Rainy Day,2015-10-31,kenny chesney
66,Diamonds Dancing,2015-10-31,drake
67,Gonna Wanna Tonight,2015-10-31,chase rice
68,House Party,2015-10-31,sam hunt
69,Let Me See Ya Girl,2015-10-31,cole swindell
70,"John Cougar, John Deere, John 3:16",2015-10-31,keith urban
71,Nothin' Like You,2015-10-31,dan + shay
72,Right Hand,2015-10-31,drake
73,The Fix,2015-10-31,nelly
74,Don't,2015-10-31,bryson tiller
75,Blase,2015-10-31,ty dolla $ign
76,Break Up In A Small Town,2015-10-31,sam hunt
77,This Could Be Us,2015-10-31,rae sremmurd
78,Back Up,2015-10-31,dej loaf
79,Digital Dash,2015-10-31,drake
80,Scholarships,2015-10-31,drake
81,Gonna,2015-10-31,blake shelton
82,100,2015-10-31,the game
83,Powerful,2015-10-31,major lazer
84,I'm The Plug,2015-10-31,drake
85,Ginza,2015-10-31,j balvin
86,Nothing But Trouble (Instagram Models),2015-10-31,lil wayne
87,Lay It All On Me,2015-10-31,rudimental
88,Stay A Little Longer,2015-10-31,brothers osborne
89,Hide Away,2015-10-31,daya
90,New Americana,2015-10-31,halsey
91,Stressed Out,2015-10-31,twenty one pilots
92,I Got The Boy,2015-10-31,jana kramer
93,Live From The Gutter,2015-10-31,drake
94,Hold My Hand,2015-10-31,jess glynne
95,Fly,2015-10-31,maddie
96,Change Locations,2015-10-31,drake
97,Jugg,2015-10-31,fetty wap
98,$ave Dat Money,2015-10-31,lil dicky
99,Top Of The World,2015-10-31,tim mcgraw
100,Love Me,2015-10-31,the 1975
1,The Hills,2015-11-07,the weeknd
2,Hotline Bling,2015-11-07,drake
3,What Do You Mean?,2015-11-07,justin bieber
4,Stitches,2015-11-07,shawn mendes
5,Wildest Dreams,2015-11-07,taylor swift
6,679,2015-11-07,fetty wap
7,Can't Feel My Face,2015-11-07,the weeknd
8,Locked Away,2015-11-07,r. city
9,Watch Me,2015-11-07,silento
10,Perfect,2015-11-07,one direction
11,Lean On,2015-11-07,major lazer
12,Jumpman,2015-11-07,drake
13,Downtown,2015-11-07,macklemore
14,Good For You,2015-11-07,selena gomez
15,Ex's & Oh's,2015-11-07,elle king
16,Same Old Love,2015-11-07,selena gomez
17,Renegades,2015-11-07,x ambassadors
18,Like I'm Gonna Lose You,2015-11-07,meghan trainor
19,On My Mind,2015-11-07,ellie goulding
20,Here,2015-11-07,alessia cara
21,Hit The Quan,2015-11-07,ilovememphis
22,Cheerleader,2015-11-07,omi
23,Trap Queen,2015-11-07,fetty wap
24,Drag Me Down,2015-11-07,one direction
25,Photograph,2015-11-07,ed sheeran
26,My Way,2015-11-07,fetty wap
27,See You Again,2015-11-07,wiz khalifa
28,Where Ya At,2015-11-07,future
29,How Deep Is Your Love,2015-11-07,calvin harris
30,Uptown Funk!,2015-11-07,mark ronson
31,Confident,2015-11-07,demi lovato
32,Strip It Down,2015-11-07,luke bryan
33,Shut Up And Dance,2015-11-07,walk the moon
34,Fight Song,2015-11-07,rachel platten
35,Antidote,2015-11-07,travis scott
36,Die A Happy Man,2015-11-07,thomas rhett
37,Where Are U Now,2015-11-07,skrillex
38,Love Myself,2015-11-07,hailee steinfeld
39,Thinking Out Loud,2015-11-07,ed sheeran
40,Back To Back,2015-11-07,drake
41,Again,2015-11-07,fetty wap
42,Cool For The Summer,2015-11-07,demi lovato
43,All Eyes On You,2015-11-07,meek mill
44,White Iverson,2015-11-07,post malone
45,Want To Want Me,2015-11-07,jason derulo
46,Sugar,2015-11-07,maroon 5
47,Break Up With Him,2015-11-07,old dominion
48,Levels,2015-11-07,nick jonas
49,Flex (Ooh Ooh Ooh),2015-11-07,rich homie quan
50,Worth It,2015-11-07,fifth harmony
51,Burning House,2015-11-07,cam
52,I'm Comin' Over,2015-11-07,chris young
53,No Role Modelz,2015-11-07,j. cole
54,Marvin Gaye,2015-11-07,charlie puth
55,Anything Goes,2015-11-07,florida georgia line
56,Smoke Break,2015-11-07,carrie underwood
57,Big Rings,2015-11-07,drake
58,Come Get Her,2015-11-07,rae sremmurd
59,Break Up In A Small Town,2015-11-07,sam hunt
60,Liquor,2015-11-07,chris brown
61,Let Me See Ya Girl,2015-11-07,cole swindell
62,Back Up,2015-11-07,dej loaf
63,Comfortable,2015-11-07,k camp
64,Nothin' Like You,2015-11-07,dan + shay
65,Don't,2015-11-07,bryson tiller
66,Diamonds Dancing,2015-11-07,drake
67,Lose My Mind,2015-11-07,brett eldredge
68,Right Hand,2015-11-07,drake
69,RGF Island,2015-11-07,fetty wap
70,Blase,2015-11-07,ty dolla $ign
71,Save It For A Rainy Day,2015-11-07,kenny chesney
72,This Could Be Us,2015-11-07,rae sremmurd
73,Gonna Wanna Tonight,2015-11-07,chase rice
74,Lay It All On Me,2015-11-07,rudimental
75,Gonna,2015-11-07,blake shelton
76,The Fix,2015-11-07,nelly
77,Digital Dash,2015-11-07,drake
78,"John Cougar, John Deere, John 3:16",2015-11-07,keith urban
79,Cake By The Ocean,2015-11-07,dnce
80,Stay A Little Longer,2015-11-07,brothers osborne
81,Stressed Out,2015-11-07,twenty one pilots
82,Scholarships,2015-11-07,drake
83,Powerful,2015-11-07,major lazer
84,Ginza,2015-11-07,j balvin
85,Hide Away,2015-11-07,daya
86,Nothing But Trouble (Instagram Models),2015-11-07,lil wayne
87,New Americana,2015-11-07,halsey
88,100,2015-11-07,the game
89,Hold My Hand,2015-11-07,jess glynne
90,Say It,2015-11-07,tory lanez
91,I Got The Boy,2015-11-07,jana kramer
92,Gonna Know We Were Here,2015-11-07,jason aldean
93,Live From The Gutter,2015-11-07,drake
94,Top Of The World,2015-11-07,tim mcgraw
95,Roses,2015-11-07,the chainsmokers
96,I'm The Plug,2015-11-07,drake
97,Home,2015-11-07,one direction
98,Irresistible,2015-11-07,fall out boy
99,Can't Sleep Love,2015-11-07,pentatonix
100,$ave Dat Money,2015-11-07,lil dicky
1,Hello,2015-11-14,adele
2,Sorry,2015-11-14,justin bieber
3,Hotline Bling,2015-11-14,drake
4,The Hills,2015-11-14,the weeknd
5,What Do You Mean?,2015-11-14,justin bieber
6,Stitches,2015-11-14,shawn mendes
7,Wildest Dreams,2015-11-14,taylor swift
8,679,2015-11-14,fetty wap
9,Locked Away,2015-11-14,r. city
10,Can't Feel My Face,2015-11-14,the weeknd
11,Watch Me,2015-11-14,silento
12,Ex's & Oh's,2015-11-14,elle king
13,Like I'm Gonna Lose You,2015-11-14,meghan trainor
14,Jumpman,2015-11-14,drake
15,Here,2015-11-14,alessia cara
16,Downtown,2015-11-14,macklemore
17,Lean On,2015-11-14,major lazer
18,Same Old Love,2015-11-14,selena gomez
19,On My Mind,2015-11-14,ellie goulding
20,Renegades,2015-11-14,x ambassadors
21,Good For You,2015-11-14,selena gomez
22,Hit The Quan,2015-11-14,ilovememphis
23,Trap Queen,2015-11-14,fetty wap
24,Drag Me Down,2015-11-14,one direction
25,Cheerleader,2015-11-14,omi
26,Photograph,2015-11-14,ed sheeran
27,How Deep Is Your Love,2015-11-14,calvin harris
28,My Way,2015-11-14,fetty wap
29,Perfect,2015-11-14,one direction
30,See You Again,2015-11-14,wiz khalifa
31,Where Ya At,2015-11-14,future
32,Antidote,2015-11-14,travis scott
33,Die A Happy Man,2015-11-14,thomas rhett
34,Uptown Funk!,2015-11-14,mark ronson
35,Confident,2015-11-14,demi lovato
36,Shut Up And Dance,2015-11-14,walk the moon
37,White Iverson,2015-11-14,post malone
38,Fight Song,2015-11-14,rachel platten
39,Strip It Down,2015-11-14,luke bryan
40,Thinking Out Loud,2015-11-14,ed sheeran
41,Where Are U Now,2015-11-14,skrillex
42,Again,2015-11-14,fetty wap
43,Back To Back,2015-11-14,drake
44,Break Up With Him,2015-11-14,old dominion
45,All Eyes On You,2015-11-14,meek mill
46,I'm Comin' Over,2015-11-14,chris young
47,Want To Want Me,2015-11-14,jason derulo
48,Love Myself,2015-11-14,hailee steinfeld
49,Sugar,2015-11-14,maroon 5
50,Burning House,2015-11-14,cam
51,Smoke Break,2015-11-14,carrie underwood
52,Break Up In A Small Town,2015-11-14,sam hunt
53,No Role Modelz,2015-11-14,j. cole
54,Don't,2015-11-14,bryson tiller
55,Anything Goes,2015-11-14,florida georgia line
56,Come Get Her,2015-11-14,rae sremmurd
57,Cool For The Summer,2015-11-14,demi lovato
58,Back Up,2015-11-14,dej loaf
59,Let Me See Ya Girl,2015-11-14,cole swindell
60,Levels,2015-11-14,nick jonas
61,Marvin Gaye,2015-11-14,charlie puth
62,Lay It All On Me,2015-11-14,rudimental
63,Nothin' Like You,2015-11-14,dan + shay
64,Big Rings,2015-11-14,drake
65,Liquor,2015-11-14,chris brown
66,Blase,2015-11-14,ty dolla $ign
67,Right Hand,2015-11-14,drake
68,Emperor's New Clothes,2015-11-14,panic! at the disco
69,Comfortable,2015-11-14,k camp
70,Gonna,2015-11-14,blake shelton
71,Roses,2015-11-14,the chainsmokers
72,Say It,2015-11-14,tory lanez
73,The Fix,2015-11-14,nelly
74,Home,2015-11-14,one direction
75,Diamonds Dancing,2015-11-14,drake
76,Stressed Out,2015-11-14,twenty one pilots
77,Stay A Little Longer,2015-11-14,brothers osborne
78,RGF Island,2015-11-14,fetty wap
79,Save It For A Rainy Day,2015-11-14,kenny chesney
80,Hide Away,2015-11-14,daya
81,I Got The Boy,2015-11-14,jana kramer
82,Used To Love You Sober,2015-11-14,kane brown
83,Cake By The Ocean,2015-11-14,dnce
84,Used To Love You,2015-11-14,gwen stefani
85,Gonna Know We Were Here,2015-11-14,jason aldean
86,Hold My Hand,2015-11-14,jess glynne
87,New Americana,2015-11-14,halsey
88,Gonna Wanna Tonight,2015-11-14,chase rice
89,Top Of The World,2015-11-14,tim mcgraw
90,Digital Dash,2015-11-14,drake
91,Nothing But Trouble (Instagram Models),2015-11-14,lil wayne
92,Ginza,2015-11-14,j balvin
93,Dibs,2015-11-14,kelsea ballerini
94,$ave Dat Money,2015-11-14,lil dicky
95,Scholarships,2015-11-14,drake
96,Powerful,2015-11-14,major lazer
97,I Love This Life,2015-11-14,locash
98,Exchange,2015-11-14,bryson tiller
99,Jugg,2015-11-14,fetty wap
100,100,2015-11-14,the game
1,Hello,2015-11-21,adele
2,Hotline Bling,2015-11-21,drake
3,The Hills,2015-11-21,the weeknd
4,Sorry,2015-11-21,justin bieber
5,What Do You Mean?,2015-11-21,justin bieber
6,Stitches,2015-11-21,shawn mendes
7,Focus,2015-11-21,ariana grande
8,Wildest Dreams,2015-11-21,taylor swift
9,679,2015-11-21,fetty wap
10,Like I'm Gonna Lose You,2015-11-21,meghan trainor
11,Locked Away,2015-11-21,r. city
12,Ex's & Oh's,2015-11-21,elle king
13,Here,2015-11-21,alessia cara
14,Can't Feel My Face,2015-11-21,the weeknd
15,Watch Me,2015-11-21,silento
16,Jumpman,2015-11-21,drake
17,Same Old Love,2015-11-21,selena gomez
18,On My Mind,2015-11-21,ellie goulding
19,Lean On,2015-11-21,major lazer
20,Renegades,2015-11-21,x ambassadors
21,Downtown,2015-11-21,macklemore
22,Hit The Quan,2015-11-21,ilovememphis
23,Tennessee Whiskey,2015-11-21,chris stapleton
24,Trap Queen,2015-11-21,fetty wap
25,Good For You,2015-11-21,selena gomez
26,Drag Me Down,2015-11-21,one direction
27,Antidote,2015-11-21,travis scott
28,Die A Happy Man,2015-11-21,thomas rhett
29,How Deep Is Your Love,2015-11-21,calvin harris
30,Where Ya At,2015-11-21,future
31,Cheerleader,2015-11-21,omi
32,Confident,2015-11-21,demi lovato
33,Photograph,2015-11-21,ed sheeran
34,See You Again,2015-11-21,wiz khalifa
35,My Way,2015-11-21,fetty wap
36,White Iverson,2015-11-21,post malone
37,Uptown Funk!,2015-11-21,mark ronson
38,Shut Up And Dance,2015-11-21,walk the moon
39,Again,2015-11-21,fetty wap
40,Fight Song,2015-11-21,rachel platten
41,Thinking Out Loud,2015-11-21,ed sheeran
42,Break Up In A Small Town,2015-11-21,sam hunt
43,Strip It Down,2015-11-21,luke bryan
44,Perfect,2015-11-21,one direction
45,Thriller,2015-11-21,michael jackson
46,Where Are U Now,2015-11-21,skrillex
47,I'm Comin' Over,2015-11-21,chris young
48,Break Up With Him,2015-11-21,old dominion
49,Smoke Break,2015-11-21,carrie underwood
50,Want To Want Me,2015-11-21,jason derulo
51,I'll Show You,2015-11-21,justin bieber
52,Back To Back,2015-11-21,drake
53,Don't,2015-11-21,bryson tiller
54,Back Up,2015-11-21,dej loaf
55,Burning House,2015-11-21,cam
56,No Role Modelz,2015-11-21,j. cole
57,All Eyes On You,2015-11-21,meek mill
58,Come Get Her,2015-11-21,rae sremmurd
59,Lay It All On Me,2015-11-21,rudimental
60,Love Myself,2015-11-21,hailee steinfeld
61,Let Me See Ya Girl,2015-11-21,cole swindell
62,Nothin' Like You,2015-11-21,dan + shay
63,Gonna,2015-11-21,blake shelton
64,Say It,2015-11-21,tory lanez
65,Anything Goes,2015-11-21,florida georgia line
66,Blase,2015-11-21,ty dolla $ign
67,Liquor,2015-11-21,chris brown
68,Roses,2015-11-21,the chainsmokers
69,The Fix,2015-11-21,nelly
70,Big Rings,2015-11-21,drake
71,Stressed Out,2015-11-21,twenty one pilots
72,Cool For The Summer,2015-11-21,demi lovato
73,Stay A Little Longer,2015-11-21,brothers osborne
74,Right Hand,2015-11-21,drake
75,Save It For A Rainy Day,2015-11-21,kenny chesney
76,Hide Away,2015-11-21,daya
77,Comfortable,2015-11-21,k camp
78,I Got The Boy,2015-11-21,jana kramer
79,Gonna Know We Were Here,2015-11-21,jason aldean
80,Diamonds Dancing,2015-11-21,drake
81,RGF Island,2015-11-21,fetty wap
82,Top Of The World,2015-11-21,tim mcgraw
83,"Me, Myself & I",2015-11-21,g-eazy
84,Levels,2015-11-21,nick jonas
85,Cake By The Ocean,2015-11-21,dnce
86,Exchange,2015-11-21,bryson tiller
87,Hold My Hand,2015-11-21,jess glynne
88,I Love This Life,2015-11-21,locash
89,$ave Dat Money,2015-11-21,lil dicky
90,Dibs,2015-11-21,kelsea ballerini
91,Ginza,2015-11-21,j balvin
92,New Americana,2015-11-21,halsey
93,Play No Games,2015-11-21,big sean
94,Scholarships,2015-11-21,drake
95,Beautiful Drug,2015-11-21,zac brown band
96,Already Callin' You Mine,2015-11-21,parmalee
97,Jugg,2015-11-21,fetty wap
98,Emperor's New Clothes,2015-11-21,panic! at the disco
99,Digital Dash,2015-11-21,drake
100,We Went,2015-11-21,randy houser
1,Hello,2015-11-28,adele
2,Hotline Bling,2015-11-28,drake
3,Sorry,2015-11-28,justin bieber
4,The Hills,2015-11-28,the weeknd
5,Stitches,2015-11-28,shawn mendes
6,What Do You Mean?,2015-11-28,justin bieber
7,679,2015-11-28,fetty wap
8,Wildest Dreams,2015-11-28,taylor swift
9,Like I'm Gonna Lose You,2015-11-28,meghan trainor
10,Ex's & Oh's,2015-11-28,elle king
11,Here,2015-11-28,alessia cara
12,Can't Feel My Face,2015-11-28,the weeknd
13,Focus,2015-11-28,ariana grande
14,Same Old Love,2015-11-28,selena gomez
15,On My Mind,2015-11-28,ellie goulding
16,Jumpman,2015-11-28,drake
17,Locked Away,2015-11-28,r. city
18,Watch Me,2015-11-28,silento
19,Lean On,2015-11-28,major lazer
20,Tennessee Whiskey,2015-11-28,chris stapleton
21,Renegades,2015-11-28,x ambassadors
22,Trap Queen,2015-11-28,fetty wap
23,Hit The Quan,2015-11-28,ilovememphis
24,Antidote,2015-11-28,travis scott
25,Die A Happy Man,2015-11-28,thomas rhett
26,Good For You,2015-11-28,selena gomez
27,I'll Show You,2015-11-28,justin bieber
28,White Iverson,2015-11-28,post malone
29,Drag Me Down,2015-11-28,one direction
30,Downtown,2015-11-28,macklemore
31,Where Ya At,2015-11-28,future
32,Confident,2015-11-28,demi lovato
33,See You Again,2015-11-28,wiz khalifa
34,Cheerleader,2015-11-28,omi
35,My Way,2015-11-28,fetty wap
36,Uptown Funk!,2015-11-28,mark ronson
37,Photograph,2015-11-28,ed sheeran
38,How Deep Is Your Love,2015-11-28,calvin harris
39,Shut Up And Dance,2015-11-28,walk the moon
40,Perfect,2015-11-28,one direction
41,Again,2015-11-28,fetty wap
42,Don't,2015-11-28,bryson tiller
43,Break Up In A Small Town,2015-11-28,sam hunt
44,I'm Comin' Over,2015-11-28,chris young
45,Thinking Out Loud,2015-11-28,ed sheeran
46,Smoke Break,2015-11-28,carrie underwood
47,Fight Song,2015-11-28,rachel platten
48,Lay It All On Me,2015-11-28,rudimental
49,Where Are U Now,2015-11-28,skrillex
50,No Role Modelz,2015-11-28,j. cole
51,Burning House,2015-11-28,cam
52,Strip It Down,2015-11-28,luke bryan
53,Break Up With Him,2015-11-28,old dominion
54,Back Up,2015-11-28,dej loaf
55,Adventure Of A Lifetime,2015-11-28,coldplay
56,Back To Back,2015-11-28,drake
57,Say It,2015-11-28,tory lanez
58,Come Get Her,2015-11-28,rae sremmurd
59,Gonna,2015-11-28,blake shelton
60,Let Me See Ya Girl,2015-11-28,cole swindell
61,Do It Like Me,2015-11-28,dlow
62,Nothin' Like You,2015-11-28,dan + shay
63,Blase,2015-11-28,ty dolla $ign
64,Roses,2015-11-28,the chainsmokers
65,History,2015-11-28,one direction
66,The Fix,2015-11-28,nelly
67,Love Myself,2015-11-28,hailee steinfeld
68,Liquor,2015-11-28,chris brown
69,Stressed Out,2015-11-28,twenty one pilots
70,Big Rings,2015-11-28,drake
71,Hide Away,2015-11-28,daya
72,Stay A Little Longer,2015-11-28,brothers osborne
73,Writing's On The Wall,2015-11-28,sam smith
74,Gonna Know We Were Here,2015-11-28,jason aldean
75,Alive,2015-11-28,sia
76,Exchange,2015-11-28,bryson tiller
77,I Got The Boy,2015-11-28,jana kramer
78,Right Hand,2015-11-28,drake
79,Anything Goes,2015-11-28,florida georgia line
80,Top Of The World,2015-11-28,tim mcgraw
81,Cool For The Summer,2015-11-28,demi lovato
82,Comfortable,2015-11-28,k camp
83,Save It For A Rainy Day,2015-11-28,kenny chesney
84,RGF Island,2015-11-28,fetty wap
85,Diamonds Dancing,2015-11-28,drake
86,Cake By The Ocean,2015-11-28,dnce
87,Traveller,2015-11-28,chris stapleton
88,Halo,2015-11-28,jordan smith
89,"Me, Myself & I",2015-11-28,g-eazy
90,I Love This Life,2015-11-28,locash
91,WTF (Where They From),2015-11-28,missy elliott
92,Dibs,2015-11-28,kelsea ballerini
93,$ave Dat Money,2015-11-28,lil dicky
94,Stand By You,2015-11-28,rachel platten
95,Hold My Hand,2015-11-28,jess glynne
96,My House,2015-11-28,flo rida
97,Ginza,2015-11-28,j balvin
98,Play No Games,2015-11-28,big sean
99,Levels,2015-11-28,nick jonas
100,Beautiful Drug,2015-11-28,zac brown band
1,Hello,2015-12-05,adele
2,Sorry,2015-12-05,justin bieber
3,Hotline Bling,2015-12-05,drake
4,Love Yourself,2015-12-05,justin bieber
5,What Do You Mean?,2015-12-05,justin bieber
6,The Hills,2015-12-05,the weeknd
7,Stitches,2015-12-05,shawn mendes
8,679,2015-12-05,fetty wap
9,Wildest Dreams,2015-12-05,taylor swift
10,Here,2015-12-05,alessia cara
11,Like I'm Gonna Lose You,2015-12-05,meghan trainor
12,Ex's & Oh's,2015-12-05,elle king
13,Same Old Love,2015-12-05,selena gomez
14,Focus,2015-12-05,ariana grande
15,On My Mind,2015-12-05,ellie goulding
16,Jumpman,2015-12-05,drake
17,Can't Feel My Face,2015-12-05,the weeknd
18,Watch Me,2015-12-05,silento
19,I'll Show You,2015-12-05,justin bieber
20,Locked Away,2015-12-05,r. city
21,Lean On,2015-12-05,major lazer
22,WTF (Where They From),2015-12-05,missy elliott
23,Antidote,2015-12-05,travis scott
24,Uptown Funk!,2015-12-05,mark ronson
25,Die A Happy Man,2015-12-05,thomas rhett
26,Renegades,2015-12-05,x ambassadors
27,Hit The Quan,2015-12-05,ilovememphis
28,White Iverson,2015-12-05,post malone
29,Trap Queen,2015-12-05,fetty wap
30,Great Is Thy Faithfulness,2015-12-05,jordan smith
31,The Feeling,2015-12-05,justin bieber
32,Good For You,2015-12-05,selena gomez
33,I'm Comin' Over,2015-12-05,chris young
34,Where Are U Now,2015-12-05,skrillex
35,Where Ya At,2015-12-05,future
36,Confident,2015-12-05,demi lovato
37,Perfect,2015-12-05,one direction
38,Don't,2015-12-05,bryson tiller
39,My Way,2015-12-05,fetty wap
40,Drag Me Down,2015-12-05,one direction
41,See You Again,2015-12-05,wiz khalifa
42,Mark My Words,2015-12-05,justin bieber
43,Purpose,2015-12-05,justin bieber
44,Break Up In A Small Town,2015-12-05,sam hunt
45,Again,2015-12-05,fetty wap
46,Photograph,2015-12-05,ed sheeran
47,Cheerleader,2015-12-05,omi
48,How Deep Is Your Love,2015-12-05,calvin harris
49,No Pressure,2015-12-05,justin bieber
50,Lay It All On Me,2015-12-05,rudimental
51,Say It,2015-12-05,tory lanez
52,No Role Modelz,2015-12-05,j. cole
53,Company,2015-12-05,justin bieber
54,No Sense,2015-12-05,justin bieber
55,Back Up,2015-12-05,dej loaf
56,Smoke Break,2015-12-05,carrie underwood
57,Downtown,2015-12-05,macklemore
58,Burning House,2015-12-05,cam
59,Do It Like Me,2015-12-05,dlow
60,Nothin' Like You,2015-12-05,dan + shay
61,Gonna,2015-12-05,blake shelton
62,Roses,2015-12-05,the chainsmokers
63,Blase,2015-12-05,ty dolla $ign
64,Break Up With Him,2015-12-05,old dominion
65,Come Get Her,2015-12-05,rae sremmurd
66,Tennessee Whiskey,2015-12-05,chris stapleton
